Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
56,Yes,Travel_Frequently,967,Support,29,2,Medical,1,5809,3,Female,147,1,2,Sales Representative,3,Married,9773,273644,0,Y,Yes,25,3,3,80,3,2,4,1,1,1,1,1
41,Yes,Travel_Frequently,1144,Hardware,26,3,Medical,1,5810,3,Male,76,1,5,Healthcare Representative,1,Divorced,27940,223520,4,Y,No,34,3,2,80,2,18,4,3,17,3,4,13
22,Yes,Non-Travel,1206,Research & Development,32,4,Other,1,5811,2,Female,151,2,3,Manufacturing Director,1,Divorced,46156,784652,4,Y,No,3,3,1,80,2,31,4,3,4,1,4,3
46,No,Non-Travel,256,Software,43,1,Other,1,5812,1,Female,84,4,2,Laboratory Technician,2,Divorced,48948,1125804,1,Y,Yes,2,3,4,80,4,10,6,3,7,7,1,3
56,Yes,Travel_Rarely,887,Software,9,1,Technical Degree,1,5813,1,Male,103,1,1,Manufacturing Director,2,Single,41031,1066806,5,Y,No,46,3,2,80,2,7,4,1,7,6,7,7
28,No,Non-Travel,1083,Research & Development,6,5,Marketing,1,5814,4,Male,132,3,3,Manager,3,Single,38778,1008228,6,Y,No,10,4,2,80,3,7,4,3,4,3,2,2
53,Yes,Travel_Frequently,783,Hardware,19,3,Technical Degree,1,5815,1,Male,136,1,3,Sales Executive,4,Divorced,26669,53338,8,Y,No,11,3,4,80,4,9,3,4,2,2,2,2
33,No,Travel_Rarely,780,Support,47,2,Other,1,5816,3,Male,48,4,3,Manufacturing Director,2,Single,33109,33109,0,Y,No,34,1,4,80,3,19,5,1,13,11,12,3
18,Yes,Travel_Rarely,1207,Software,30,5,Human Resources,1,5817,4,Female,101,2,2,Manager,1,Divorced,19446,583380,3,Y,No,28,2,4,80,2,11,4,4,9,3,9,3
58,No,Non-Travel,1149,Hardware,22,4,Marketing,1,5818,2,Female,168,3,1,Manufacturing Director,1,Single,2476,32188,5,Y,Yes,36,1,1,80,2,21,5,4,18,4,4,3
19,Yes,Travel_Frequently,669,Software,39,1,Technical Degree,1,5819,1,Male,130,4,3,Manufacturing Director,1,Divorced,19827,337059,8,Y,Yes,3,2,1,80,2,34,6,3,23,14,2,8
48,Yes,Non-Travel,1405,Research & Development,38,2,Human Resources,1,5820,3,Female,108,2,5,Sales Representative,1,Divorced,40814,163256,7,Y,Yes,36,4,4,80,3,6,3,2,5,2,4,2
22,No,Travel_Frequently,1006,Human Resources,16,2,Other,1,5821,4,Male,140,1,3,Human Resources,3,Married,42218,337744,4,Y,No,32,4,4,80,2,24,1,2,2,2,1,2
54,Yes,Non-Travel,237,Sales,13,2,Other,1,5822,4,Male,31,4,5,Sales Representative,1,Single,19055,247715,4,Y,No,3,4,2,80,1,32,6,1,9,5,4,7
29,No,Travel_Frequently,1235,Support,31,5,Other,1,5823,4,Female,180,4,4,Manufacturing Director,1,Single,48149,1300023,3,Y,No,41,1,4,80,4,4,2,2,1,1,1,1
60,No,Travel_Rarely,450,Support,20,5,Human Resources,1,5824,3,Male,62,1,5,Research Scientist,4,Single,45937,780929,0,Y,No,30,1,4,80,2,20,3,3,18,12,10,13
57,No,Travel_Frequently,587,Research & Development,32,3,Other,1,5825,2,Male,178,1,4,Healthcare Representative,2,Single,18707,411554,6,Y,No,3,1,3,80,2,35,5,4,26,4,1,23
46,No,Travel_Rarely,1447,Research & Development,19,1,Medical,1,5826,2,Male,54,2,5,Developer,4,Divorced,40736,122208,1,Y,Yes,28,3,2,80,2,26,4,3,25,2,11,1
57,Yes,Travel_Frequently,694,Support,40,3,Marketing,1,5827,2,Female,48,4,2,Sales Executive,3,Single,14671,58684,6,Y,Yes,9,4,1,80,4,39,4,4,10,4,3,9
46,No,Non-Travel,163,Support,10,1,Technical Degree,1,5828,3,Male,49,1,2,Manager,4,Married,35096,105288,6,Y,No,19,4,1,80,3,2,1,2,2,1,2,1
36,Yes,Travel_Rarely,1451,Hardware,29,1,Other,1,5829,3,Male,167,3,1,Laboratory Technician,3,Married,35275,952425,3,Y,Yes,25,3,3,80,4,39,6,2,38,37,1,23
51,Yes,Travel_Rarely,413,Hardware,32,1,Technical Degree,1,5830,2,Female,140,3,1,Sales Executive,2,Single,33651,1009530,8,Y,Yes,4,2,3,80,1,29,6,4,18,6,5,7
60,Yes,Non-Travel,853,Support,15,3,Medical,1,5831,2,Male,32,2,1,Developer,4,Married,49042,980840,2,Y,Yes,45,4,4,80,2,11,3,3,10,3,10,3
50,No,Non-Travel,134,Software,19,4,Marketing,1,5832,1,Female,166,1,3,Manufacturing Director,3,Married,25621,435557,3,Y,No,45,3,1,80,1,18,3,4,4,4,3,2
34,Yes,Non-Travel,1024,Human Resources,49,5,Other,1,5833,2,Male,125,2,4,Manager,3,Divorced,32629,65258,5,Y,No,32,2,1,80,1,40,4,2,25,14,2,10
52,Yes,Travel_Frequently,611,Support,11,3,Marketing,1,5834,3,Male,77,3,1,Manager,3,Divorced,2071,14497,8,Y,No,16,2,3,80,1,32,4,4,8,2,5,1
38,Yes,Travel_Frequently,618,Support,23,1,Human Resources,1,5835,3,Male,120,1,2,Manager,4,Divorced,16114,354508,4,Y,Yes,40,3,1,80,2,23,3,1,8,7,6,3
38,Yes,Travel_Frequently,865,Support,2,2,Other,1,5836,1,Male,122,3,4,Manufacturing Director,1,Single,46025,322175,4,Y,No,4,2,3,80,1,25,4,3,13,13,8,4
23,No,Non-Travel,339,Sales,43,3,Technical Degree,1,5837,2,Male,75,1,2,Sales Representative,3,Divorced,45667,1096008,6,Y,No,38,4,4,80,4,25,5,1,2,1,1,1
29,No,Travel_Rarely,983,Hardware,10,5,Technical Degree,1,5838,3,Male,72,1,4,Manufacturing Director,3,Married,25118,401888,7,Y,No,10,3,1,80,1,35,4,4,11,2,7,7
45,No,Travel_Rarely,1043,Software,21,3,Technical Degree,1,5839,3,Female,39,4,1,Research Director,3,Divorced,37039,333351,0,Y,Yes,44,2,3,80,3,35,6,3,17,13,1,2
60,No,Travel_Frequently,678,Support,14,1,Other,1,5840,2,Female,134,3,3,Research Scientist,3,Married,28972,57944,2,Y,Yes,30,4,3,80,3,5,5,4,5,1,5,2
43,Yes,Non-Travel,863,Hardware,1,3,Other,1,5841,1,Male,37,4,4,Manager,2,Divorced,5817,151242,0,Y,Yes,26,4,1,80,2,24,4,1,24,11,22,21
46,No,Non-Travel,739,Hardware,19,2,Other,1,5842,2,Male,125,3,5,Manager,1,Single,5988,17964,4,Y,Yes,32,2,2,80,4,28,1,3,24,20,23,10
49,Yes,Travel_Rarely,938,Support,47,5,Human Resources,1,5843,1,Male,33,4,3,Laboratory Technician,3,Married,22862,617274,7,Y,Yes,41,1,3,80,3,36,4,3,2,2,2,2
46,Yes,Travel_Frequently,1390,Human Resources,32,3,Technical Degree,1,5844,2,Male,152,1,5,Manufacturing Director,2,Single,16742,234388,6,Y,No,35,4,1,80,2,28,4,4,15,7,3,2
45,No,Travel_Rarely,273,Human Resources,45,2,Other,1,5845,1,Female,53,4,3,Healthcare Representative,3,Single,5888,82432,3,Y,Yes,2,4,1,80,1,23,6,1,1,1,1,1
41,No,Travel_Frequently,291,Research & Development,15,5,Technical Degree,1,5846,2,Female,137,3,2,Research Scientist,2,Single,33667,101001,2,Y,Yes,28,2,3,80,3,22,6,2,7,5,1,4
58,Yes,Travel_Rarely,1219,Research & Development,12,4,Other,1,5847,2,Female,145,4,4,Laboratory Technician,4,Married,20613,535938,1,Y,Yes,26,3,1,80,2,22,2,3,5,4,2,4
30,No,Travel_Frequently,320,Software,39,4,Other,1,5848,4,Male,160,3,1,Healthcare Representative,2,Divorced,29207,175242,7,Y,Yes,16,1,4,80,2,7,5,2,6,6,5,3
43,Yes,Non-Travel,1188,Software,36,4,Human Resources,1,5849,1,Male,94,1,4,Manufacturing Director,1,Single,27407,246663,1,Y,No,7,1,1,80,4,4,5,4,4,1,2,2
27,Yes,Non-Travel,1150,Human Resources,27,5,Other,1,5850,3,Male,55,4,4,Research Director,1,Married,7150,214500,4,Y,No,3,4,3,80,4,8,2,4,2,2,1,1
38,Yes,Non-Travel,1211,Human Resources,20,4,Medical,1,5851,2,Female,51,3,2,Human Resources,3,Married,21902,591354,3,Y,No,8,2,2,80,2,17,1,2,12,3,5,1
53,Yes,Travel_Frequently,864,Hardware,20,4,Human Resources,1,5852,4,Female,168,4,2,Healthcare Representative,3,Single,44293,708688,8,Y,Yes,22,3,4,80,2,23,6,2,3,1,1,1
18,No,Non-Travel,640,Support,38,2,Medical,1,5853,1,Male,167,1,4,Developer,3,Divorced,30466,456990,0,Y,No,45,4,3,80,4,39,3,3,20,17,13,14
29,No,Travel_Frequently,556,Research & Development,11,1,Human Resources,1,5854,3,Male,62,1,1,Sales Executive,2,Divorced,22163,310282,6,Y,Yes,0,4,3,80,2,4,6,2,2,1,1,1
21,Yes,Non-Travel,903,Sales,35,5,Marketing,1,5855,3,Male,143,3,1,Research Scientist,2,Married,34015,782345,7,Y,No,15,1,2,80,1,38,2,2,23,22,17,6
22,No,Travel_Rarely,1001,Software,19,2,Marketing,1,5856,3,Male,87,3,5,Healthcare Representative,4,Divorced,40952,778088,6,Y,No,37,2,3,80,4,21,3,2,4,4,4,1
53,No,Non-Travel,914,Hardware,4,1,Marketing,1,5857,2,Male,138,4,2,Manager,2,Divorced,6066,54594,3,Y,Yes,26,1,2,80,1,30,6,1,17,9,8,1
47,Yes,Non-Travel,482,Hardware,45,5,Marketing,1,5858,1,Female,124,1,1,Healthcare Representative,3,Married,20376,285264,6,Y,No,30,3,2,80,3,36,4,1,35,12,26,31
48,No,Travel_Frequently,751,Human Resources,22,2,Marketing,1,5859,4,Male,78,3,3,Developer,1,Single,13503,108024,3,Y,No,14,3,1,80,2,14,5,3,3,2,1,1
23,No,Travel_Rarely,363,Software,12,5,Technical Degree,1,5860,2,Male,148,1,5,Manager,2,Married,4630,46300,7,Y,Yes,18,3,2,80,2,30,4,1,22,6,9,13
39,No,Travel_Frequently,1112,Human Resources,16,1,Other,1,5861,1,Female,100,4,1,Sales Representative,3,Single,40958,245748,5,Y,No,13,1,2,80,4,24,4,3,7,7,2,3
19,No,Travel_Frequently,165,Hardware,28,1,Technical Degree,1,5862,1,Male,97,1,3,Sales Executive,4,Divorced,1129,16935,7,Y,No,27,1,1,80,2,10,4,1,5,1,4,2
31,No,Non-Travel,429,Sales,45,2,Technical Degree,1,5863,4,Male,112,1,2,Sales Executive,4,Married,12279,159627,2,Y,Yes,48,3,1,80,3,11,3,2,2,1,2,2
27,Yes,Non-Travel,654,Hardware,39,3,Technical Degree,1,5864,1,Male,178,1,1,Sales Executive,4,Married,45236,1266608,5,Y,Yes,7,1,3,80,3,1,4,2,1,1,1,1
47,Yes,Travel_Frequently,292,Human Resources,38,2,Marketing,1,5865,2,Female,100,2,3,Healthcare Representative,3,Married,44991,314937,4,Y,Yes,42,2,2,80,1,11,4,4,7,2,4,6
59,No,Travel_Rarely,199,Software,45,5,Human Resources,1,5866,4,Female,44,4,1,Manufacturing Director,3,Single,45643,91286,1,Y,Yes,9,2,1,80,3,25,1,2,25,17,21,24
28,No,Non-Travel,735,Sales,30,4,Marketing,1,5867,3,Male,85,2,4,Manager,3,Divorced,36213,144852,4,Y,Yes,30,3,4,80,1,9,4,4,8,4,7,1
53,No,Non-Travel,808,Human Resources,2,5,Marketing,1,5868,4,Female,106,2,2,Sales Executive,1,Single,27611,441776,7,Y,No,42,3,1,80,4,9,1,2,4,2,4,4
58,Yes,Travel_Frequently,942,Sales,39,4,Medical,1,5869,3,Female,92,3,1,Developer,4,Married,40953,941919,6,Y,No,46,1,4,80,2,17,6,3,1,1,1,1
58,Yes,Travel_Rarely,1380,Software,45,3,Medical,1,5870,2,Female,81,3,1,Laboratory Technician,4,Divorced,3744,74880,7,Y,No,49,3,2,80,2,29,3,2,4,2,3,1
35,No,Travel_Frequently,240,Hardware,36,3,Medical,1,5871,2,Female,152,1,4,Healthcare Representative,1,Single,16222,340662,4,Y,Yes,1,2,2,80,4,29,6,4,25,25,6,19
28,Yes,Non-Travel,911,Human Resources,23,1,Life Sciences,1,5872,1,Female,176,3,4,Manager,1,Divorced,14495,130455,3,Y,Yes,43,2,3,80,2,30,3,1,13,10,12,12
55,Yes,Non-Travel,208,Software,21,5,Other,1,5873,2,Female,84,2,1,Manufacturing Director,3,Divorced,16913,84565,2,Y,Yes,47,2,4,80,4,8,4,1,6,4,6,4
25,No,Travel_Rarely,1086,Human Resources,29,2,Technical Degree,1,5874,1,Male,98,4,2,Laboratory Technician,2,Single,43081,861620,5,Y,Yes,13,2,4,80,2,35,1,2,13,6,8,3
24,Yes,Travel_Rarely,696,Hardware,45,1,Other,1,5875,2,Female,195,2,5,Human Resources,1,Divorced,41866,1130382,2,Y,Yes,5,2,2,80,3,12,1,2,3,2,1,2
51,Yes,Travel_Frequently,865,Software,13,4,Medical,1,5876,3,Male,175,1,3,Laboratory Technician,4,Single,22000,132000,4,Y,No,3,1,4,80,4,3,5,1,1,1,1,1
32,Yes,Travel_Rarely,1073,Human Resources,10,2,Marketing,1,5877,1,Female,174,1,3,Healthcare Representative,2,Divorced,41070,82140,2,Y,Yes,5,3,4,80,3,39,2,3,25,10,13,23
60,Yes,Travel_Frequently,1232,Software,6,2,Life Sciences,1,5878,4,Male,35,4,5,Manager,4,Single,10843,206017,1,Y,Yes,12,1,1,80,4,28,3,3,11,6,10,7
21,No,Travel_Frequently,187,Human Resources,10,1,Human Resources,1,5879,3,Male,130,2,1,Sales Representative,2,Divorced,7440,74400,5,Y,No,15,3,1,80,3,40,1,1,17,10,1,4
22,Yes,Non-Travel,801,Support,9,3,Marketing,1,5880,4,Female,71,1,3,Developer,1,Divorced,37574,1014498,1,Y,No,41,3,2,80,2,27,4,3,3,3,2,2
18,Yes,Non-Travel,1483,Sales,17,2,Life Sciences,1,5881,2,Male,109,3,1,Healthcare Representative,3,Divorced,39092,742748,1,Y,No,37,4,1,80,3,19,4,3,4,1,2,2
23,Yes,Non-Travel,1148,Human Resources,5,4,Technical Degree,1,5882,3,Male,197,4,1,Human Resources,2,Divorced,7979,7979,1,Y,No,9,3,3,80,2,12,5,1,6,5,2,4
29,No,Non-Travel,630,Software,15,3,Other,1,5883,3,Female,85,3,4,Laboratory Technician,3,Divorced,20572,432012,7,Y,Yes,38,2,2,80,2,4,2,2,3,1,3,2
54,No,Travel_Rarely,449,Support,18,3,Life Sciences,1,5884,2,Female,181,3,4,Manufacturing Director,4,Single,50470,1514100,8,Y,No,27,2,2,80,4,40,5,1,31,30,8,9
30,Yes,Travel_Frequently,627,Support,48,2,Human Resources,1,5885,4,Male,80,2,3,Developer,3,Divorced,33962,101886,8,Y,No,44,4,2,80,2,39,1,2,35,22,10,21
46,No,Travel_Frequently,626,Research & Development,3,3,Life Sciences,1,5886,4,Female,80,1,1,Healthcare Representative,1,Single,25917,570174,4,Y,Yes,49,4,1,80,4,11,4,4,10,1,7,8
45,Yes,Travel_Frequently,230,Research & Development,3,2,Other,1,5887,3,Male,110,3,1,Manufacturing Director,4,Single,23311,466220,2,Y,Yes,16,3,1,80,4,35,1,3,7,6,6,5
41,Yes,Travel_Rarely,250,Human Resources,24,3,Human Resources,1,5888,1,Male,187,1,3,Healthcare Representative,3,Single,44719,536628,3,Y,Yes,3,1,2,80,1,2,6,4,1,1,1,1
24,Yes,Travel_Frequently,1368,Sales,43,1,Other,1,5889,2,Female,200,1,4,Manufacturing Director,2,Divorced,48320,1256320,4,Y,No,45,4,4,80,2,38,3,4,15,9,8,4
54,No,Travel_Rarely,511,Research & Development,15,3,Life Sciences,1,5890,2,Male,137,1,5,Research Director,2,Single,45782,457820,8,Y,No,39,3,1,80,4,14,2,3,13,8,12,1
47,Yes,Non-Travel,287,Human Resources,11,5,Marketing,1,5891,4,Male,97,1,4,Manufacturing Director,2,Divorced,25725,617400,7,Y,No,3,2,3,80,4,38,5,2,13,8,9,2
42,Yes,Travel_Rarely,1423,Support,14,5,Medical,1,5892,2,Male,72,4,4,Sales Executive,2,Divorced,4596,133284,8,Y,No,32,4,4,80,3,30,3,1,4,4,3,3
43,No,Travel_Frequently,413,Sales,12,4,Other,1,5893,1,Male,188,4,3,Sales Executive,4,Divorced,19310,212410,5,Y,No,37,4,2,80,1,32,5,3,26,2,26,3
35,Yes,Travel_Rarely,839,Software,46,5,Other,1,5894,2,Female,179,3,1,Laboratory Technician,1,Single,50113,501130,8,Y,No,3,1,2,80,2,1,5,2,1,1,1,1
33,No,Travel_Frequently,1142,Sales,15,4,Technical Degree,1,5895,3,Male,93,4,4,Research Director,1,Divorced,1994,51844,4,Y,Yes,45,1,1,80,3,23,5,3,9,8,2,3
46,Yes,Travel_Rarely,780,Hardware,7,3,Life Sciences,1,5896,3,Female,73,3,5,Research Scientist,1,Divorced,32588,488820,3,Y,No,5,4,3,80,1,40,4,2,35,34,2,14
24,Yes,Non-Travel,1252,Sales,45,5,Technical Degree,1,5897,1,Male,127,4,4,Sales Executive,2,Single,25920,414720,1,Y,No,6,2,4,80,4,36,6,4,6,5,2,1
18,No,Non-Travel,727,Software,7,1,Marketing,1,5898,3,Female,199,2,3,Laboratory Technician,3,Single,47089,941780,1,Y,No,40,2,4,80,3,25,4,1,12,10,12,10
29,No,Travel_Rarely,1283,Hardware,50,3,Other,1,5899,1,Female,128,1,4,Developer,2,Single,49001,294006,6,Y,Yes,28,3,3,80,2,16,3,3,8,1,4,7
38,Yes,Non-Travel,1293,Software,1,3,Medical,1,5900,4,Male,169,3,3,Developer,2,Divorced,29863,776438,4,Y,Yes,4,3,2,80,2,27,3,3,18,3,7,4
46,No,Travel_Frequently,825,Support,29,3,Medical,1,5901,2,Male,66,4,2,Sales Representative,1,Divorced,28829,345948,0,Y,Yes,4,4,3,80,4,37,2,4,9,7,1,5
21,Yes,Non-Travel,1419,Support,40,5,Medical,1,5902,3,Male,53,4,5,Research Director,2,Married,7236,123012,7,Y,No,2,1,3,80,4,19,6,2,18,8,3,9
21,Yes,Travel_Frequently,1001,Research & Development,28,1,Medical,1,5903,4,Male,104,2,1,Research Scientist,2,Married,7429,133722,5,Y,Yes,33,2,4,80,1,14,6,3,7,1,4,5
34,Yes,Non-Travel,609,Human Resources,35,1,Human Resources,1,5904,1,Male,120,2,2,Laboratory Technician,2,Divorced,39241,510133,0,Y,No,33,2,4,80,2,39,4,1,21,7,10,2
33,Yes,Travel_Rarely,359,Human Resources,25,3,Human Resources,1,5905,1,Female,175,1,2,Human Resources,2,Divorced,22748,22748,1,Y,No,41,3,1,80,1,16,1,1,7,3,6,6
43,Yes,Travel_Rarely,1267,Software,11,1,Marketing,1,5906,3,Female,33,4,2,Human Resources,2,Married,12657,189855,0,Y,No,25,3,2,80,4,18,1,2,3,1,3,2
24,No,Travel_Rarely,788,Support,25,5,Technical Degree,1,5907,2,Female,54,3,5,Human Resources,1,Married,45354,136062,3,Y,No,12,2,2,80,1,31,3,4,15,11,10,7
48,Yes,Travel_Frequently,916,Research & Development,4,2,Other,1,5908,2,Female,62,1,4,Healthcare Representative,1,Divorced,50659,1165157,8,Y,No,16,1,3,80,3,5,1,3,5,4,5,1
20,Yes,Travel_Rarely,1141,Sales,16,5,Marketing,1,5909,1,Female,96,4,4,Sales Representative,2,Divorced,1264,17696,1,Y,Yes,33,1,4,80,4,19,5,3,5,4,4,5
40,Yes,Travel_Rarely,884,Research & Development,8,2,Life Sciences,1,5910,4,Female,118,4,4,Manufacturing Director,2,Divorced,18745,337410,0,Y,Yes,34,4,4,80,1,24,5,1,22,20,1,7
43,Yes,Non-Travel,1496,Software,34,5,Life Sciences,1,5911,1,Female,109,2,4,Developer,3,Divorced,4338,60732,3,Y,Yes,20,3,2,80,2,39,4,2,6,5,5,4
59,No,Travel_Rarely,955,Support,49,2,Life Sciences,1,5912,2,Female,118,3,4,Human Resources,2,Single,19145,248885,2,Y,Yes,47,3,3,80,1,8,5,4,6,1,4,2
57,No,Travel_Frequently,646,Sales,10,2,Human Resources,1,5913,4,Female,34,4,1,Manufacturing Director,3,Married,34187,205122,5,Y,No,24,4,4,80,2,40,2,1,25,13,8,8
25,Yes,Travel_Frequently,224,Software,13,1,Human Resources,1,5914,4,Female,118,1,3,Sales Representative,4,Divorced,28401,113604,8,Y,Yes,2,3,4,80,3,12,5,1,4,3,2,3
28,Yes,Travel_Rarely,633,Sales,23,4,Human Resources,1,5915,4,Female,162,1,4,Manager,1,Divorced,8023,104299,6,Y,Yes,8,1,3,80,3,29,6,3,29,21,6,4
40,Yes,Non-Travel,992,Research & Development,48,3,Marketing,1,5916,1,Female,57,4,2,Sales Representative,1,Divorced,45282,543384,4,Y,No,11,4,4,80,2,6,4,3,1,1,1,1
60,Yes,Non-Travel,220,Support,7,3,Technical Degree,1,5917,4,Female,194,3,2,Developer,3,Single,7391,169993,7,Y,Yes,7,2,4,80,3,30,5,2,24,16,24,3
19,No,Travel_Frequently,228,Human Resources,21,3,Medical,1,5918,2,Male,36,2,2,Laboratory Technician,4,Divorced,28756,258804,5,Y,No,23,4,3,80,1,13,5,4,1,1,1,1
29,No,Travel_Frequently,224,Research & Development,11,3,Medical,1,5919,1,Male,95,2,4,Manufacturing Director,2,Divorced,33225,564825,0,Y,No,37,2,1,80,3,11,6,2,3,1,1,1
37,Yes,Travel_Rarely,1130,Sales,29,1,Marketing,1,5920,3,Female,187,3,2,Laboratory Technician,4,Divorced,18177,127239,1,Y,Yes,13,3,3,80,4,11,5,2,7,4,1,2
36,No,Travel_Frequently,504,Human Resources,33,1,Technical Degree,1,5921,1,Female,80,4,5,Sales Representative,1,Married,25157,452826,3,Y,Yes,15,3,2,80,4,3,2,2,1,1,1,1
44,No,Travel_Frequently,614,Support,34,2,Human Resources,1,5922,2,Male,131,4,2,Human Resources,4,Married,40388,363492,1,Y,No,3,3,2,80,4,18,3,2,8,7,6,7
47,No,Travel_Rarely,1010,Support,6,1,Life Sciences,1,5923,2,Female,36,1,1,Laboratory Technician,2,Married,43526,348208,7,Y,No,45,3,1,80,1,22,6,1,9,7,4,9
47,No,Travel_Rarely,1373,Software,35,1,Human Resources,1,5924,2,Male,70,1,5,Healthcare Representative,4,Divorced,20932,565164,3,Y,Yes,22,3,3,80,4,31,3,4,12,7,11,10
51,Yes,Travel_Frequently,1412,Human Resources,29,2,Marketing,1,5925,4,Female,65,3,3,Research Director,4,Divorced,25018,100072,8,Y,No,27,4,3,80,2,26,2,4,3,2,1,2
54,Yes,Travel_Rarely,815,Software,15,1,Medical,1,5926,4,Female,166,1,1,Laboratory Technician,3,Married,29042,551798,7,Y,Yes,3,3,3,80,2,2,3,1,1,1,1,1
36,No,Travel_Rarely,1198,Software,49,4,Technical Degree,1,5927,3,Male,160,2,1,Healthcare Representative,4,Single,35372,990416,0,Y,No,30,3,1,80,3,21,3,1,15,8,1,9
29,Yes,Travel_Frequently,643,Human Resources,16,2,Other,1,5928,4,Female,185,3,4,Healthcare Representative,1,Married,48614,875052,8,Y,No,27,3,4,80,1,26,6,3,6,4,6,6
34,No,Non-Travel,1060,Human Resources,8,3,Other,1,5929,1,Female,94,3,1,Human Resources,2,Married,5104,25520,0,Y,No,29,1,1,80,3,18,4,1,8,8,4,3
36,Yes,Travel_Rarely,1274,Sales,50,3,Other,1,5930,2,Female,65,1,1,Manufacturing Director,1,Divorced,29845,596900,3,Y,No,7,2,3,80,3,11,2,4,4,3,4,1
36,Yes,Travel_Frequently,1169,Software,33,1,Marketing,1,5931,1,Male,180,2,3,Sales Representative,1,Single,46663,606619,6,Y,Yes,0,2,1,80,4,37,2,1,7,4,6,4
22,No,Travel_Frequently,351,Hardware,17,3,Marketing,1,5932,3,Female,49,3,4,Manager,1,Married,38719,77438,6,Y,No,0,4,2,80,4,27,2,2,21,4,21,1
34,Yes,Travel_Rarely,645,Sales,23,2,Technical Degree,1,5933,2,Male,142,4,2,Developer,3,Married,13983,195762,2,Y,Yes,42,1,4,80,2,9,3,1,2,2,1,1
46,No,Travel_Rarely,880,Hardware,25,1,Life Sciences,1,5934,2,Male,110,4,4,Manager,1,Married,34031,306279,4,Y,No,42,4,1,80,4,3,2,3,3,3,3,2
60,Yes,Travel_Rarely,129,Software,20,4,Other,1,5935,3,Male,83,3,4,Healthcare Representative,3,Single,27847,835410,4,Y,Yes,30,3,4,80,1,3,5,4,3,1,2,1
45,No,Travel_Rarely,1303,Human Resources,42,4,Medical,1,5936,3,Male,132,2,5,Developer,3,Divorced,14144,353600,3,Y,No,36,1,1,80,2,1,3,2,1,1,1,1
44,Yes,Non-Travel,1272,Hardware,48,1,Marketing,1,5937,3,Male,200,2,3,Sales Representative,1,Married,3008,60160,7,Y,No,13,2,1,80,3,33,2,3,7,5,5,5
33,No,Travel_Frequently,362,Software,18,4,Marketing,1,5938,1,Male,138,2,4,Laboratory Technician,1,Single,38154,267078,0,Y,Yes,16,3,3,80,1,36,4,4,30,21,29,16
45,Yes,Travel_Frequently,117,Sales,35,5,Other,1,5939,3,Male,54,4,5,Healthcare Representative,4,Divorced,25515,739935,7,Y,Yes,29,1,3,80,3,9,2,1,5,1,1,1
26,Yes,Non-Travel,972,Sales,22,5,Medical,1,5940,2,Male,64,1,2,Laboratory Technician,3,Single,38657,1159710,5,Y,Yes,35,3,4,80,3,23,3,2,6,1,5,4
59,No,Non-Travel,1134,Research & Development,22,4,Life Sciences,1,5941,2,Female,135,4,2,Research Scientist,1,Married,41158,370422,8,Y,Yes,17,3,1,80,4,7,5,4,3,1,1,3
23,No,Non-Travel,430,Research & Development,1,1,Technical Degree,1,5942,3,Male,167,4,1,Manufacturing Director,4,Married,5809,5809,6,Y,Yes,19,4,3,80,3,9,2,3,9,3,8,5
53,No,Non-Travel,549,Research & Development,8,1,Marketing,1,5943,1,Male,97,2,2,Healthcare Representative,2,Married,28495,199465,5,Y,Yes,32,3,3,80,2,31,5,4,20,6,19,8
23,Yes,Non-Travel,912,Hardware,1,5,Life Sciences,1,5944,4,Male,125,1,1,Human Resources,2,Single,34860,209160,8,Y,Yes,18,4,2,80,1,39,2,3,11,9,9,9
55,No,Travel_Rarely,1437,Sales,50,4,Technical Degree,1,5945,2,Female,100,4,5,Developer,4,Single,42381,296667,8,Y,Yes,22,1,4,80,1,10,6,3,3,1,2,1
53,Yes,Travel_Rarely,261,Research & Development,5,4,Marketing,1,5946,3,Male,196,3,4,Research Scientist,2,Single,41852,1130004,7,Y,No,30,3,4,80,2,27,5,1,9,7,7,5
29,Yes,Travel_Rarely,126,Software,42,4,Life Sciences,1,5947,4,Female,43,2,5,Research Director,2,Divorced,26444,449548,6,Y,Yes,37,3,3,80,1,4,2,1,4,4,4,1
41,Yes,Travel_Rarely,523,Research & Development,29,4,Technical Degree,1,5948,3,Male,47,2,3,Research Director,1,Divorced,14666,263988,8,Y,No,35,1,2,80,3,29,3,3,11,11,8,5
28,No,Travel_Frequently,1480,Software,26,3,Technical Degree,1,5949,1,Male,140,4,4,Laboratory Technician,4,Single,5442,27210,5,Y,No,14,2,1,80,4,14,2,2,11,4,6,9
32,No,Travel_Frequently,545,Research & Development,43,4,Human Resources,1,5950,2,Female,54,3,2,Research Scientist,2,Divorced,29117,203819,6,Y,No,48,4,2,80,3,9,5,4,9,4,3,7
